news_id,published_at,title,summary,media_name,url,article_type,source,fetched_at,content_hash,positive_terms,negative_terms,uncertain_terms,information_trade_date
N-202606043759426658,2026-06-04 05:56:32,不产羊毛，却发展成为全球最大毛衫集散与出口基地之一 嘉兴小镇的大产业（神州看点）,陈蕾说，轻量阻燃的差别化纤维、生物基绿色纤维、用于医疗和低空经济的高性能纤维相继被研发出来。今年以来，有色丝等差异化产品附加值比普通长丝增长近三成，自主研发的钛系催化剂从源头替代了重金属锑。,人民日报,http://finance.eastmoney.com/a/202606043759426658.html,industry_commentary,eastmoney_search,2026-06-15T14:24:35.833081+00:00,4d192c782d0ca7555de35018098dd775825440d479aa96c683f78da8fd006d0e,1,0,0,2026-06-05
N-202606043759428473,2026-06-04 05:56:34,培厚中国创新的文化优势（评论员观察）,这些年来，从新能源汽车重塑全球汽车工业格局，到低空经济起飞，再到人工智能赋能千行百业，越来越多的引领性创新在中国生发。人们敢于从新变化中寻找新机遇，也乐于为新技术、新产品、新体验买单，这样的氛围成为牵引创新的文化力量。,人民日报,http://finance.eastmoney.com/a/202606043759428473.html,industry_commentary,eastmoney_search,2026-06-15T14:24:35.833081+00:00,8561a2971a831f6450b4a5ad91494f1d95555881a3860aed7133a9a9270853d7,3,0,0,2026-06-05
N-202606043759438885,2026-06-04 07:00:00,21评论丨大模型公司“回A”的深层考量,智谱和MiniMax“回A”，是把AI基础设施纳入国家资本市场体系的开始，未来还会有更多人工智能、商业航天、低空经济等前沿科技领域企业加速上市。 这一转变有宏观经济的因素。,21世纪经济报道,http://finance.eastmoney.com/a/202606043759438885.html,industry_commentary,eastmoney_search,2026-06-15T14:24:34.898076+00:00,7db848d3849f6b4618e11adef817554edc397bbdfd19228865b73692f5d4a165,0,0,0,2026-06-05
N-202606043759401495,2026-06-04 07:40:00,“低空+农业农村”发展图景正徐徐展开,此外，政策红利的逐步释放与低空经济投融资的持续活跃，为低空技术向农业农村领域渗透提供了有力支撑。IT桔子数据显示，截至记者发稿，年内低空经济领域已发生投融资事件132起，金额共计214.22亿元，远超2025年上半年表现（117起、80.02亿元）。,证券日报,http://finance.eastmoney.com/a/202606043759401495.html,fundamental_event,eastmoney_search,2026-06-15T14:24:33.740381+00:00,d72badab416d18461909baffe68dd9b468ff55c9ec81de50e861d768e5e547e0,0,0,0,2026-06-05
N-202606043759439181,2026-06-04 07:47:02,网络安全防护方式迎变化 业界聚焦AI时代新机遇,中国网络空间安全协会副理事长卢卫表示，从智能制造领域的智能机械臂，到低空经济场景下的无人机编队，各类具身智能载体层出不穷，同时具身智能也带来了新的风险形态。,中国证券报,http://finance.eastmoney.com/a/202606043759439181.html,industry_commentary,eastmoney_search,2026-06-15T14:24:36.732990+00:00,f5f6ec337278affd397f96eef3408347b341f9e07608428146cdc8aa3d61b723,0,1,0,2026-06-05
N-202606043760284473,2026-06-04 10:37:09,SpaceX计划筹资750亿美元！航空航天ETF天弘（159241）近30日净流入超3.3亿元,该ETF成分股覆盖航空装备、航天装备等细分领域，涉及卫星互联网、太空光伏、大飞机、低空经济等前沿科技方向，有望受益于政策与市场的双重推动。,每日经济新闻,http://finance.eastmoney.com/a/202606043760284473.html,fundamental_event,eastmoney_search,2026-06-15T14:24:34.611086+00:00,b79fdccf7bd4ad05d3d893982d170ed0312284988bff32cd2f1e8a87fdea5af7,0,0,2,2026-06-05
N-202606043760182455,2026-06-04 11:03:42,广发证券：聚焦人工智能、低空经济等赛道 支持企业并购整合,紧扣广州“十五五”产业方向，广发证券将聚焦人工智能、生物医药、新能源、低空经济等赛道，支持企业并购整合，加快培育新质生产力。 三是助力完善产业发展生态，促进科技、产业、金融良性循环。广发证券推动资本精准流向优质企业与重点赛道，促进产业链、创新链、资金链的深度融合。,上海证券报·中国证券网,http://finance.eastmoney.com/a/202606043760182455.html,industry_commentary,eastmoney_search,2026-06-15T14:24:31.615406+00:00,330b928a3f4863da9532348fd62b9cd4f87ee145da36ba023bc0d7e110e7474b,5,0,0,2026-06-05
N-202606043760182889,2026-06-04 11:10:00,青岛“十五五”规划纲要发布,根据《纲要》，青岛将加快发展“10+1”创新型产业，以超常规举措发展新一代信息技术、人工智能2个先导产业；加力打造生命健康、智能网联新能源汽车、低空经济、绿色能源、智能装备5个新兴产业；全面焕发智能家电、高端化工与新材料、现代轻工3个优势产业新活力；前瞻布局未来产业，推动具身智能、,人民财讯,http://finance.eastmoney.com/a/202606043760182889.html,fundamental_event,eastmoney_search,2026-06-15T14:24:34.303535+00:00,935dbfa81104eb667ce5b8b4b10e8b4f3948771b603b3d9c85ff297ad2cd51ab,1,0,0,2026-06-05
N-202606043760176374,2026-06-04 11:16:22,青岛“十五五”规划纲要：以超常规举措发展新一代信息技术、人工智能2个先导产业,根据《纲要》，青岛将加快发展“10+1”创新型产业，以超常规举措发展新一代信息技术、人工智能2个先导产业；加力打造生命健康、智能网联新能源汽车、低空经济、绿色能源、智能装备5个新兴产业；全面焕发智能家电、高端化工与新材料、现代轻工3个优势产业新活力；前瞻布局未来产业，推动具身智能、,财联社,http://finance.eastmoney.com/a/202606043760176374.html,fundamental_event,eastmoney_search,2026-06-15T14:24:34.303535+00:00,61ab9393f257b04802f22cb632ba680420c7e73974a067eddd46e8e6aae550cf,1,0,0,2026-06-05
N-202606043760255496,2026-06-04 13:05:00,三瑞智能双赛道共振发力 长期发展动能充沛,据了解，该公司主营的无人机动力系统、机器人动力系统业务，精准对应低空经济与具身智能两大方向，赛道生命周期长、市场空间广阔，未来五至十年将持续维持高景气增长态势。,证券日报,http://finance.eastmoney.com/a/202606043760255496.html,industry_commentary,eastmoney_search,2026-06-15T14:24:34.899188+00:00,105dde8d62b6649b3ad0cc699ee623e7df7770d4a21969dd1908624429dff487,1,0,0,2026-06-05
N-202606043760299037,2026-06-04 14:12:16,第15届金交会签约总金额超1060亿,本届展会以“工商并举两业融合”为主题，为期三天，展会规模达2万平方米，吸引超300家金融机构及企业参展，活动现场开展产融对接项目签约活动，共收集报送项目68个，签约总金额超1060亿元，覆盖智能装备、低空经济、生物医药、新一代信息技术等战略性新兴产业。,界面新闻,http://finance.eastmoney.com/a/202606043760299037.html,fundamental_event,eastmoney_search,2026-06-15T14:24:34.304798+00:00,787a3409388717998f909bd90204f8c87faff5855f7c5800741305a3b97dc250,3,0,0,2026-06-05
N-202606043760425543,2026-06-04 14:57:00,标准化赋能低空经济发展,人民网北京6月4日电 （记者乔雪峰）近年来，伴随我国低空经济相关产业迅速发展，民用无人驾驶航空产业发展迅速，在推动经济结构转型升级和促进经济社会发展方面发挥着日益重要的作用。,人民网,http://finance.eastmoney.com/a/202606043760425543.html,industry_commentary,eastmoney_search,2026-06-15T14:24:31.615406+00:00,8157a4a0d4b93517ff4b517b72b65ae918dc70cc4b6568bb1767c6996de80cb9,1,0,0,2026-06-05
N-202606043760368920,2026-06-04 15:05:17,AIC基金加速布局！银行系资本现身多家独角兽,该基金总规模10亿元，立足合肥、芜湖，辐射全省，重点投向新一代信息技术、高端装备制造、人工智能、新能源汽车和智能网联汽车、航空航天（低空经济）等战略性新兴产业。 此外，多家IPO排队独角兽背后，均出现了AIC基金的身影。,大河财立方,http://finance.eastmoney.com/a/202606043760368920.html,industry_commentary,eastmoney_search,2026-06-15T14:24:35.196309+00:00,d6a566609ce2c1aeed2bb833941bf38319495f1c9a08dec0bddcdf6cf941d3c2,0,0,0,2026-06-05
N-202606043760374513,2026-06-04 15:38:04,工信部组织开展6G创新发展部省协同试点专项行动,（三）加强应用培育协同 面向沉浸式通信、工业制造、低空经济、具身智能、智慧海洋等6G潜在场景，发挥政策、数据、人才、资本等要素支撑作用，强化审批、用频、用地等要素保障，因地制宜开展6G应用场景培育。,工信部网站,http://finance.eastmoney.com/a/202606043760374513.html,fundamental_event,eastmoney_search,2026-06-15T14:24:36.733990+00:00,1e6ee256cf54e663ac44462bcc80e2f2cd30b3c4ddf636267fc386a5cb3628bc,1,0,0,2026-06-05
N-202606043760375787,2026-06-04 15:39:14,工信部：面向沉浸式通信、工业制造、低空经济、具身智能、智慧海洋等6G潜在场景 因地制宜开展6G应用场景培育,重点任务方面，面向沉浸式通信、工业制造、低空经济、具身智能、智慧海洋等6G潜在场景，发挥政策、数据、人才、资本等要素支撑作用，强化审批、用频、用地等要素保障，因地制宜开展6G应用场景培育。,财联社,http://finance.eastmoney.com/a/202606043760375787.html,fundamental_event,eastmoney_search,2026-06-15T14:24:31.616617+00:00,268e8620a77f68a8082974d5ed7f97287b77e51dd933b412b79aa3725440a6d3,0,0,0,2026-06-05
N-202606043760596355,2026-06-04 15:41:32,工业和信息化部办公厅关于组织开展6G创新发展部省协同试点专项行动的通知,（三）加强应用培育协同 面向沉浸式通信、工业制造、低空经济、具身智能、智慧海洋等6G潜在场景，发挥政策、数据、人才、资本等要素支撑作用，强化审批、用频、用地等要素保障，因地制宜开展6G应用场景培育。,每日经济新闻,http://finance.eastmoney.com/a/202606043760596355.html,fundamental_event,eastmoney_search,2026-06-15T14:24:36.733990+00:00,b9a6a11983f900329be33f94f4fc3003273443a353be6cfff82812470eff9243,1,0,0,2026-06-05
N-202606043760401920,2026-06-04 15:43:43,工信部：面向低空经济、具身智能等6G潜在场景，因地制宜开展6G应用场景培育,重点任务方面提出，面向沉浸式通信、工业制造、低空经济、具身智能、智慧海洋等6G潜在场景，发挥政策、数据、人才、资本等要素支撑作用，强化审批、用频、用地等要素保障，因地制宜开展6G应用场景培育。,界面新闻,http://finance.eastmoney.com/a/202606043760401920.html,fundamental_event,eastmoney_search,2026-06-15T14:24:31.615406+00:00,308c6db93261a086c465816a1fdb4bdcadeb4ae03148be23a9a9f9572acd8a10,0,0,0,2026-06-05
N-202606043760384173,2026-06-04 15:45:00,工信部：因地制宜开展6G应用场景培育,人民财讯6月4日电，工业和信息化部办公厅发布关于组织开展6G创新发展部省协同试点专项行动的通知，其中重点任务包括，加强应用培育协同，面向沉浸式通信、工业制造、低空经济、具身智能、智慧海洋等6G潜在场景，发挥政策、数据、人才、资本等要素支撑作用，强化审批、用频、用地等要素保障，因地制宜开展,证券时报网,http://finance.eastmoney.com/a/202606043760384173.html,fundamental_event,eastmoney_search,2026-06-15T14:24:34.029682+00:00,c89a3f515d750781ff5c5b7b28b73169c6e99a4d9907a7f77c29f8954637ebfa,1,0,0,2026-06-05
N-202606043760386337,2026-06-04 15:47:53,2026上市公司并购重组交流会在穗举办 多方共探并购赋能实业新路径,广发证券执行董事、副总经理肖雪生表示，2026年是广东、广州“十五五”开局之年，广州传统制造业上市公司占比超三分之一，产业转型升级诉求突出，同时低空经济、人工智能、生物医药、新能源等新兴产业加速落地，叠加广州落地“并购重组十条”、搭建全链条并购服务体系，区域并购发展土壤优越。,深圳商报·读创,http://finance.eastmoney.com/a/202606043760386337.html,industry_commentary,eastmoney_search,2026-06-15T14:24:35.513273+00:00,97ed3dcbd01d3e4b52d819193d414e40bfbb44bbec7759cd8852e5b3dc69f23c,0,0,0,2026-06-05
N-202606043760414089,2026-06-04 16:05:00,走访｜金交会含“科”量足！多家银行展示赋能新花样,今年2月份，广东金融监管局联合中国人民银行广东省分行等多部门制定《广东省推动普惠金融高质量发展工作方案》，要求银行机构围绕人工智能、低空经济、新能源等战略性新兴产业，量子科技、生物制造、具身智能等未来产业，以及广东各类中小企业特色产业集群等经济新增长极，开发特色化、差异化金融产品。,南方都市报,http://finance.eastmoney.com/a/202606043760414089.html,fundamental_event,eastmoney_search,2026-06-15T14:24:35.833081+00:00,6f83daabac77dc203d5cc5e16b673e5b78cac59798c4d443dde310d5d33389a7,1,0,0,2026-06-05
N-202606043760407559,2026-06-04 16:06:33,工业和信息化部：开展6G创新发展部省协同试点专项行动,加强应用培育协同方面，面向沉浸式通信、工业制造、低空经济、具身智能、智慧海洋等6G潜在场景，发挥政策、数据、人才、资本等要素支撑作用，强化审批、用频、用地等要素保障，因地制宜开展6G应用场景培育。,上海证券报·中国证券网,http://finance.eastmoney.com/a/202606043760407559.html,fundamental_event,eastmoney_search,2026-06-15T14:24:34.611086+00:00,c518eb8eba76956b8cafe5d4d8cd4e2505067955fa1c9ebb0a40c64145eb4cc0,1,0,0,2026-06-05
N-202606043760404936,2026-06-04 16:07:31,蓝鲸新闻直击2026SNEC亮点企业展位，这届展会有哪些创新值得关注？,目前蓝鲸新闻已成为SNEC、全球数据周、长三角科交会、国际低空经济博览会、全球数字经济大会、世界人工智能大会、世界机器人大会、成都车展、广州车展、糖酒会、西普会、ChinaJoy等头部行业大会战略合作媒体与合作伙伴，将持续持续关注产业上下游发展新动态，助力产业破圈传播，共同打造良好的产业发展生态,蓝鲸财经,http://finance.eastmoney.com/a/202606043760404936.html,industry_commentary,eastmoney_search,2026-06-15T14:24:35.513273+00:00,3d0493891bf5427be3395f5bf4e525c0ab181331acaaf78b9471086e19ce6c8e,1,0,0,2026-06-05
N-202606043760448459,2026-06-04 16:36:50,工信部：到2029年形成一批自主创新的6G技术方案,面向沉浸式通信、工业制造、低空经济、具身智能、智慧海洋等6G潜在场景，发挥政策、数据、人才、资本等要素支撑作用，强化审批、用频、用地等要素保障，因地制宜开展6G应用场景培育。组织垂直行业企业联合通信企业共同开展6G应用场景和安全解决方案适配验证，探索6G新型应用需求。,中国新闻网,http://finance.eastmoney.com/a/202606043760448459.html,fundamental_event,eastmoney_search,2026-06-15T14:24:35.196309+00:00,0f0e6bcc6d3126fa83f412b56b55330c4b75e6decb77705e297d3d5707a07b57,1,0,1,2026-06-05
N-202606043760440745,2026-06-04 16:37:00,工信部发文！6G创新发展部省协同试点专项行动正式启动，打造全国6G创新“一盘棋”格局,三是加强应用培育协同，面向沉浸式通信、工业制造、低空经济、具身智能、智慧海洋等6G潜在场景，因地制宜开展6G应用场景培育，组织垂直行业企业与通信企业共同开展适配验证，鼓励中小企业深度参与场景需求挖掘和商业模式探索，促进6G应用繁荣发展。,人民邮电报,http://finance.eastmoney.com/a/202606043760440745.html,industry_commentary,eastmoney_search,2026-06-15T14:24:35.513273+00:00,c5311b9766f57afc114e539c0df5f69b6862433eae054f9bfcd69fea6f2f67bf,3,0,1,2026-06-05
N-202606043760452459,2026-06-04 16:45:21,纵横股份(688070.SH)：全资子公司中标6518万元新野县低空综合治理项目,公司表示，本次中标标志着公司在低空经济领域的战略布局迈入纵深阶段，以“无人值守系统+纵横云+AI”为技术底座，有利于拓宽业务增长空间、巩固行业领先地位。,界面新闻,http://finance.eastmoney.com/a/202606043760452459.html,fundamental_event,eastmoney_search,2026-06-15T14:24:34.029682+00:00,733bd1903a37f6f9cae147831f1ba1e2bd290aa001fc1d6c2d75ac34175efdaf,3,0,0,2026-06-05
N-202606043760498244,2026-06-04 17:22:00,利好来了！工信部重磅发布！机构：建议关注6G产业链,此外，卫星互联网利用低轨（LEO）大规模星座，可显著提升网络的广覆盖、低时延和应急弹性，成为6G手机直连、低空经济、远程医疗、边远地区接入等应用场景的关键支撑;国内外均通过试验星、技术攻关和政策指导加速推进天地一体新架构落地。,券商中国,http://finance.eastmoney.com/a/202606043760498244.html,fundamental_event,eastmoney_search,2026-06-15T14:24:34.611086+00:00,779924794faca42d3e251acd49c1e22dfb2b7cf87702e26e9ac3889f328adb16,1,0,0,2026-06-05
N-202606043760494687,2026-06-04 17:28:25,6G创新发展部省协同试点专项行动启动,举措还包括，面向沉浸式通信、工业制造、低空经济、具身智能、智慧海洋等6G潜在场景，因地制宜开展6G应用场景培育；组织实施移动信息网络国家科技重大专项，体系化布局6G技术攻关、标准研制等重点任务。 工业和信息化部将密切跟踪6G发展动态，适时组织试点地区优化调整工作方案。,新华社,http://finance.eastmoney.com/a/202606043760494687.html,fundamental_event,eastmoney_search,2026-06-15T14:24:34.303535+00:00,e0d3a10f45da196c95b6ca5cc2dfc5cd20b73b21c7ed6fd7f5a5fffda9bd003e,1,0,0,2026-06-05
N-202606043760561481,2026-06-04 17:38:00,6G领域，迎来利好消息！工信部将组织开展专项行动,此外，卫星互联网利用低轨（LEO）大规模星座，可显著提升网络的广覆盖、低时延和应急弹性，成为6G手机直连、低空经济、远程医疗、边远地区接入等应用场景的关键支撑;国内外均通过试验星、技术攻关和政策指导加速推进天地一体新架构落地。,证券时报网,http://finance.eastmoney.com/a/202606043760561481.html,fundamental_event,eastmoney_search,2026-06-15T14:24:34.611086+00:00,4b8a5b75568d8225fc5cf6e236f896f707dc7bb8a85f9777f2b4e6ec29412b27,1,0,0,2026-06-05
N-202606043760632649,2026-06-04 18:00:00,直通部委｜国内成品油价今晚迎来年内第二降 教育部和各地开通高考举报电话,面向沉浸式通信、低空经济、具身智能、智慧海洋等6G潜在场景，因地制宜开展6G应用场景培育。,界面新闻,http://finance.eastmoney.com/a/202606043760632649.html,industry_commentary,eastmoney_search,2026-06-15T14:24:36.733990+00:00,680948c2a067cb31ceeb574d9f34bba5fdb6716017e681a9c95996c0d7afd118,0,0,0,2026-06-05
N-202606043760563072,2026-06-04 18:00:00,6G，利好！工信部最新印发,3.面向沉浸式通信、工业制造、低空经济、具身智能、智慧海洋等6G潜在场景，发挥政策、数据、人才、资本等要素支撑作用，强化审批、用频、用地等要素保障，因地制宜开展6G应用场景培育。组织垂直行业企业联合通信企业共同开展6G应用场景和安全解决方案适配验证，探索6G新型应用需求。,证券时报,http://finance.eastmoney.com/a/202606043760563072.html,fundamental_event,eastmoney_search,2026-06-15T14:24:35.196309+00:00,4edbf2b1c82efe8ab35c46e702ceed5b582bdb56bb2e3715940db83f651a3b7d,1,0,1,2026-06-05
N-202606043760585692,2026-06-04 18:10:24,“AI+农业”写入规划：2030年向“现代化大产业”进发,围绕这一目标，农业科技创新、智能农机、生物育种、农业低空经济、农业生物制造、“人工智能+农业”等领域被进一步提及，农业现代化的产业化、科技化、数字化方向更加清晰。 农业将成为“现代化大产业” “我注意到了‘大产业’一词，这意味着农业产业将有更大的发展空间。”,中国经营报,http://finance.eastmoney.com/a/202606043760585692.html,fundamental_event,eastmoney_search,2026-06-15T14:24:34.611086+00:00,d1c14cf3f454f8fdda85eabfa75f7a399f49e56ea920c3030dec682b708a5a60,1,0,0,2026-06-05
N-202606043760532693,2026-06-04 18:10:36,纵横股份：子公司中标6518万元新野县低空综合治理能力提升项目,本次项目中标，标志着公司在低空经济领域的战略布局迈入纵深阶段，公司以“无人值守系统+纵横云+AI”为技术底座，推动解决方案在更多场景深度渗透，有利于拓宽业务增长空间、强化持续盈利能力，巩固行业领先地位。,上海证券报·中国证券网,http://finance.eastmoney.com/a/202606043760532693.html,fundamental_event,eastmoney_search,2026-06-15T14:24:34.029682+00:00,6736433d383c118ec4033873b9c9c2e515efa70c0d158d11232bb69dff552264,3,0,0,2026-06-05
N-202606043760624242,2026-06-04 18:34:02,中国工信部：强化6G前沿技术布局,通知还提出，面向沉浸式通信、工业制造、低空经济、具身智能、智慧海洋等6G潜在场景，发挥政策、数据、人才、资本等要素支撑作用，强化审批、用频、用地等要素保障，因地制宜开展6G应用场景培育。鼓励中小企业深度参与场景需求挖掘、商业模式探索等，促进6G应用繁荣发展。(完),中国新闻网,http://finance.eastmoney.com/a/202606043760624242.html,fundamental_event,eastmoney_search,2026-06-15T14:24:34.303535+00:00,b116b6c118e9e630834bbad87f7188a0741ee18474ecd1794ae17f732097d801,1,0,1,2026-06-05
N-202606043760773211,2026-06-04 19:28:11,并购逻辑生变！这场交流会释放重磅信号,“广州传统制造业转型需求迫切，同时大力布局低空经济、人工智能、生物医药等新兴赛道，为并购重组提供了得天独厚的发展土壤。”针对广州市场，肖雪生如此认为。 在政策层面，并购重组作为资本市场核心功能之一，正获得前所未有的支持。,广州日报新花城,http://finance.eastmoney.com/a/202606043760773211.html,fundamental_event,eastmoney_search,2026-06-15T14:24:36.732990+00:00,913277d47090d6338b3d5bd84f1fb0f332c4b1af11eaa94aec42be6cc7f99237,1,0,0,2026-06-05
N-202606043760570396,2026-06-04 19:34:07,美资在穗投资企业超1800家，为何巨头“重仓”广州？,此外，随着新出台的《优化营商环境措施三十条》落地实施，广州设立了高达200亿元的产业发展基金，重点支持人工智能、生物医药、低空经济等关键产业。正如哈利·赛亚丁所言，“广州市政府不仅在为未来制定规则，更在为未来投入资金。”,21世纪经济报道,http://finance.eastmoney.com/a/202606043760570396.html,industry_commentary,eastmoney_search,2026-06-15T14:24:35.196309+00:00,25dfd51efde9dceeec98e39dd2ba9e5a826a681e9dce452be98fad9e8dac6210,1,0,0,2026-06-05
N-202606043760601036,2026-06-04 19:43:47,南财投资日历（6月5日）,【重大事件】 15:00 国新办就“深耕广电视听服务人民群众”举行中外记者见面会 第八届中欧中医药国际合作与发展论坛将于6月5日至6日举办 华为云创想者大会将于6月5日至6日举办 2026第十届中关村数字金融与金融安全大会将于6月5日举办 华北（内蒙古）低空经济产业暨人工智能科技博览会将于,南方财经网,http://finance.eastmoney.com/a/202606043760601036.html,industry_commentary,eastmoney_search,2026-06-15T14:24:34.303535+00:00,199692fb2b042d154110d3493045cdf94bc6f478792e620d388e7ba77b251082,0,0,0,2026-06-05
N-202606043760602256,2026-06-04 20:25:00,港股公告精选｜中国海外发展前5月销售额超千亿元 迪生创建上一财年盈利增逾两成,傅里叶(03625.HK)：获得车规音频芯片客户新签订的订单及下达的意向订单总值超过200万美元 量化派(02685.HK)：已在餐饮消费场景中完成多类人工智能技术验证 亦辰集团(08365.HK)：拟收购香港跨境通航空技术有限公司的51%股权，目标公司主要从事低空经济及电子商务相关业务,财联社,http://finance.eastmoney.com/a/202606043760602256.html,fundamental_event,eastmoney_search,2026-06-15T14:24:34.611086+00:00,c925bf070e6717e3149347ef3fda8760289529bf14fd13a5a5eb614d4fb7b347,0,0,1,2026-06-05
N-202606043760610791,2026-06-04 20:34:24,全球类脑智能市场3年后或超8亿美元，产业化窗口正在打开|言叶知新,智能机器人、低空经济、智能网联汽车、智慧城市等场景已成为重点关注方向。郑忠斌分析称，类脑智能的价值正在于，在低功耗、高实时、强动态的场景里，提供一种更高效的技术方案。 对于产业演进路径，郑忠斌给出了三个阶段的判断：短期是验证期。,第一财经,http://finance.eastmoney.com/a/202606043760610791.html,fundamental_event,eastmoney_search,2026-06-15T14:24:36.412409+00:00,688a0a8709017e1b550c35b776f447f352c35b1a282b75a6d2d826dea0767f64,0,0,0,2026-06-05
N-202606043760635788,2026-06-04 20:41:00,全链资源汇聚，郑州商用车迎来产业升级窗口期,依托旗下郑州汽检中心，郑州产投搭建智能网联汽车、低空经济、具身智能三大产业服务矩阵，凭借整车试验、资质认证、场景实测能力，全覆盖智能车辆研发、检测、准入全链条服务。,大河财立方,http://finance.eastmoney.com/a/202606043760635788.html,industry_commentary,eastmoney_search,2026-06-15T14:24:36.117979+00:00,e7da29db8009596b2ded5810dbb9dc1f450817d9c675525e0ca4b6853dcd0180,0,0,0,2026-06-05
N-202606043760618317,2026-06-04 20:47:00,【财闻联播】中际旭创：超32万股股票即将上市流通！SpaceX已启动IPO路演，预计每股135美元,工信部：因地制宜开展6G应用场景培育 工业和信息化部办公厅发布关于组织开展6G创新发展部省协同试点专项行动的通知，其中重点任务包括，加强应用培育协同，面向沉浸式通信、工业制造、低空经济、具身智能、智慧海洋等6G潜在场景，发挥政策、数据、人才、资本等要素支撑作用，强化审批、用频、,券商中国,http://finance.eastmoney.com/a/202606043760618317.html,fundamental_event,eastmoney_search,2026-06-15T14:24:36.733990+00:00,cf95ba84b5e2624b88180539c2ae5a241584484740bfe16e2a63a52e8e8d33af,1,0,1,2026-06-05
N-202606043760692298,2026-06-04 21:36:00,纵横股份：关于收到中标通知书的自愿性信息披露公告,本次中标标志着公司在低空经济领域的战略布局迈入纵深阶段，公司以“无人值守系统+纵横云+AI”为技术底座，推动解决方案在更多场景深度渗透，有利于拓宽业务增长空间、强化持续盈利能力，巩固行业领先地位。,证券日报,http://finance.eastmoney.com/a/202606043760692298.html,fundamental_event,eastmoney_search,2026-06-15T14:24:33.741691+00:00,618faf67e2998b28b849d15b28d3d2f089d071877203fde02f4271416ac6acda,3,0,0,2026-06-05
N-202606043760678781,2026-06-04 21:48:07,到2029年我国将形成一批自主创新6G技术方案,因地制宜开展6G应用场景培育 通知还指出，面向沉浸式通信、工业制造、低空经济、具身智能、智慧海洋等6G潜在场景，发挥政策、数据、人才、资本等要素支撑作用，强化审批、用频、用地等要素保障，因地制宜开展6G应用场景培育。,北京商报,http://finance.eastmoney.com/a/202606043760678781.html,fundamental_event,eastmoney_search,2026-06-15T14:24:36.117979+00:00,c6cf724c09f7178fec2b86b1d94b10396866e11da75f257a83925ed5b5ab2aba,1,0,0,2026-06-05
N-202606043760736019,2026-06-04 21:55:00,全球并购增长超40%背后，三大产业趋势重构并购逻辑,紧扣广州“十五五”产业方向，广发证券将聚焦人工智能、生物医药、新能源、低空经济等赛道，加快培育新质生产力增长极。 三是助力完善产业发展生态。推动资本流向优质企业与重点赛道，促进产业链、创新链、资金链深度融合，为广州构建“五个一”产业培育体系。,财联社,http://finance.eastmoney.com/a/202606043760736019.html,industry_commentary,eastmoney_search,2026-06-15T14:24:38.051110+00:00,8e7d83c907cfc0aab9029d8526065908f428d98ad05dd2b4155eaceaedfa1af2,4,0,0,2026-06-05
N-202606043760733925,2026-06-04 22:01:00,上海石化T1000级碳纤维量产引发两连板 公司紧急澄清：尚未形成销售收入,该材料可用于航空航天、具身智能、低空经济等高端领域和未来产业，将为我国关键领域发展提供核心战略材料支撑。消息发布后，上海石化股价应声涨停，6月3日开盘即“一”字涨停，6月4日继续涨停，三个交易日累计涨幅超过30%。,证券时报网,http://finance.eastmoney.com/a/202606043760733925.html,industry_commentary,eastmoney_search,2026-06-15T14:24:35.833081+00:00,faddb3481d72983788c7a2abb1126cf393cfc3f1a284d4e4545cc8cc6df2eebc,0,0,1,2026-06-05
N-202606043760729320,2026-06-04 22:03:59,纵横股份： 子公司中标6518万元低空综合治理项目,公司表示，本次中标属于日常经营范围内的主营业务，标志着公司在低空经济领域的战略布局迈入纵深阶段，公司以“无人值守系统+纵横云+AI”为技术底座，推动解决方案在更多场景深度渗透，有利于拓宽业务增长空间、强化持续盈利能力，巩固行业领先地位。 核校：杨宁,中国证券报·中证网,http://finance.eastmoney.com/a/202606043760729320.html,fundamental_event,eastmoney_search,2026-06-15T14:24:34.029682+00:00,e217ccf8ff0bb4f4461bebbb11e8ad38e163931531d9e9e1b0f16d59b54b05c4,3,0,0,2026-06-05
N-202606043760739222,2026-06-04 22:21:00,今年前5月，广东并购重组交易额超2000亿元，同比增长逾10倍,中国庞大的人口规模和丰富的场景数据资源为“人工智能+”应用落地提供了独特优势，也将成为未来并购机会较为集中的领域；二是全球南方国家工业化进程持续推进，非洲、拉美和东南亚等市场的重要性不断提升，为中国企业跨境并购和全球布局提供了新的市场空间；三是随着消费结构升级以及相关政策推进，智能消费品、低空经济,中国基金报,http://finance.eastmoney.com/a/202606043760739222.html,fundamental_event,eastmoney_search,2026-06-15T14:24:36.117979+00:00,1f6d87444c1e4adfec5f4367ba0ce9d3a4aea327e9dbc8872e3cab83f34f2b91,1,0,0,2026-06-05
N-202606043760750045,2026-06-04 22:46:00,利好来了！工信部重磅发布,此外，卫星互联网利用低轨（LEO）大规模星座，可显著提升网络的广覆盖、低时延和应急弹性，成为6G手机直连、低空经济、远程医疗、边远地区接入等应用场景的关键支撑;国内外均通过试验星、技术攻关和政策指导加速推进天地一体新架构落地。,数据宝,http://finance.eastmoney.com/a/202606043760750045.html,fundamental_event,eastmoney_search,2026-06-15T14:24:34.611086+00:00,56acd78745292e3e9d732b607121bdf1d7ad962e5135295be9f53b58ae7017b1,1,0,0,2026-06-05
