event_id,art_code,ts_code,name,event_date,event_type,direction,relevance_score,domain_hits,title,evidence_span,event_chain_id,is_progress_update,confidence,extraction_method,review_status,eligible_for_labeling,information_trade_date
C-AN202601081816849257,AN202601081816849257,688297.SH,中无人机,2026-01-09,order_contract,positive,1.0,"[""无人机""]",中无人机:中无人机日常经营重大合同公告,"证券代码：688297    证券简称：中无人机   公告编号：2026-003




      中航（成都）无人机系统股份有限公司
              日常经营重大合同公告



  本公司董事会及全体董事保证本公告内容不存在任何虚假记载、误导性陈述

或者重大遗漏，并对其内容的真实性、准确性和完整性承担法律责任。",a9c3003141ff33,False,0.55,rule_baseline,pending_human_review,True,2026-01-12
C-AN202601281818512452,AN202601281818512452,002389.SZ,航天彩虹,2026-01-29,project_investment,positive,1.0,"[""低空"", ""无人机"", ""直升机"", ""通航"", ""飞行""]",航天彩虹:关于拟以现金出资参股设立通航动力公司的公告,"五、对外投资的目的和对公司的影响

  （一）投资目的

  为把握国家低空经济产业发展的战略契机，加快打造无人机产业链链

                8
长，确保彩虹无人机核心动力环节供应保障，打造产业链关键环节利益共

同体，公司通过参股投资的方式与相关方共同发起设立通航动力公司，旨

在打造一家机制灵活、股权多元、更契合市场发展规律的通航动力产业专

业化发展平台，为建成世界一流特种飞行器产业公司提供重要保障。",78efe91f9c9803,False,0.55,rule_baseline,pending_human_review,True,2026-01-30
C-AN202602061819809639,AN202602061819809639,688297.SH,中无人机,2026-02-07,project_investment,positive,0.55,"[""无人机""]",中无人机:中无人机关于年审会计师事务所变更项目质量复核人员的公告,"证券代码：688297           证券简称：中无人机                公告编号：2026-012



            中航（成都）无人机系统股份有限公司
  关于年审会计师事务所变更项目质量复核人员的公告


   本公司董事会及全体董事保证本公告内容不存在任何虚假记载、误导性陈述或者

重大遗漏，并对其内容的真实性、准确性和完整性依法承担法律责任。",24b33f629e2533,False,0.55,rule_baseline,pending_human_review,True,2026-02-09
C-AN202602261820065672,AN202602261820065672,688297.SH,中无人机,2026-02-27,performance,mixed,0.7500000000000001,"[""无人机""]",中无人机:中无人机2025年度业绩快报公告,"证券代码：688297       证券简称：中无人机                 公告编号：2026-013



         中航（成都）无人机系统股份有限公司
               2025 年度业绩快报公告


  本公司董事会及全体董事保证本公告内容不存在任何虚假记载、误导性陈述或者重大遗漏，

并对其内容的真实性、准确性和完整性依法承担法律责任。",a5835219a6abf6,False,0.55,rule_baseline,pending_human_review,True,2026-03-02
C-AN202603041820269546,AN202603041820269546,002389.SZ,航天彩虹,2026-03-05,market_risk,negative,0.7500000000000001,"[""无人机""]",航天彩虹:航天彩虹无人机股份有限公司股票交易异常波动公告,"证券代码：002389    证券简称：航天彩虹       公告编号：2026-012

              航天彩虹无人机股份有限公司
              股票交易异常波动的公告

   本公司及董事会全体成员保证信息披露的内容真实、准确和完

整，没有虚假记载、误导性陈述或重大遗漏。",5fea99d4815d30,False,0.55,rule_baseline,pending_human_review,True,2026-03-06
C-AN202603041820269816,AN202603041820269816,688297.SH,中无人机,2026-03-05,market_risk,negative,0.7500000000000001,"[""无人机""]",中无人机:中无人机股票交易异常波动公告,"证券代码：688297        证券简称：中无人机            公告编号：2026-017




       中航（成都）无人机系统股份有限公司
               股票交易异常波动公告

   本公司董事会及全体董事保证本公告内容不存在任何虚假记载、误导性陈述
或者重大遗漏，并对其内容的真实性、准确性和完整性依法承担法律责任。",86e620a7edb222,False,0.55,rule_baseline,pending_human_review,True,2026-03-06
C-AN202604101821124909,AN202604101821124909,000099.SZ,中信海直,2026-04-11,government_support,positive,1.0,"[""直升机"", ""通用航空"", ""通航""]",中信海直:关于控股子公司海直通航获得政府补助的公告,"一、获取补助的基本情况
  中信海洋直升机股份有限公司（下称“公司”）控股子公司海直通用航空有
限责任公司（下称“海直通航”）于4月10日收到2026年通用航空发展专项资金补
贴36,440,000.00元。",8d8e853c7c1fbc,False,0.55,rule_baseline,pending_human_review,True,2026-04-13
C-AN202604171821304024,AN202604171821304024,000801.SZ,四川九洲,2026-04-18,project_investment,positive,0.6499999999999999,"[""低空"", ""空管"", ""通用航空"", ""飞行""]",四川九洲:四川九洲电器股份有限公司关于控股孙公司对外投资的公告,"三、本次对外投资的目的、影响及存在的风险
 （一）对外投资的目的及影响
  低空装备检测公司业务范围覆盖低空装备检验检测服务、认
证服务、通用航空服务、技术研发与推广等，核心聚焦低空装备
“部件-系统-整机”全生命周期，提供“气动-飞行-地面”全
维度智能化测试验证服务，涵盖设计验证、环境适应性测试、适
航认证测试、数据增值服务及专业培训等，成立新公司有利于整
合区域及行业资源打造低空装备地面综合测试验证专属运营平
台，既可整合分散检测资源，填补低空部分验证能力空白，满足
产业全链条发展需求，又可实现项目专业化运作与风险隔离。",bba751e89aa7bc,False,0.55,rule_baseline,pending_human_review,True,2026-04-20
C-AN202606041823246959,AN202606041823246959,000099.SZ,中信海直,2026-06-05,project_investment,positive,1.0,"[""机场"", ""直升机""]",中信海直:关于签署樟坑径新机场建设项目监督协议的公告,"证券代码：000099     证券简称：中信海直   公告编号：2026-023




                中信海洋直升机股份有限公司

     关于签署樟坑径新机场建设项目监督协议的公告
  本公司及董事会全体成员保证信息披露的内容真实、准确、完整，没有虚
假记载、误导性陈述或重大遗漏。",840e7a25e459ad,False,0.55,rule_baseline,pending_human_review,True,2026-06-08
C-AN202606041823246840,AN202606041823246840,688070.SH,纵横股份,2026-06-05,order_contract,positive,0.55,"[""低空"", ""无人机""]",纵横股份:关于收到中标通知书的自愿性信息披露公告,"重要内容提示：

   中标项目：新野县低空综合治理能力提升项目
   中标金额：6,518.00 万元
   风险提示：全资子公司成都纵横大鹏无人机科技有限公司（以下简称“纵
横大鹏”）已收到新野县低空综合治理能力提升项目的中标通知书，尚未与招标
人签订正式协议及合同，合同签署时间及履约安排存在不确定性。",ae00f03744fc42,False,0.55,rule_baseline,pending_human_review,True,2026-06-08
C-AN202606121823517146,AN202606121823517146,002085.SZ,万丰奥威,2026-06-13,project_investment,positive,0.6000000000000001,"[""航空器"", ""通用航空"", ""通航""]",万丰奥威:关于拟以公开摘牌方式收购控股子公司少数股东股权的公告,"二、交易对方概况
     1、基本情况

     企业名称     青岛万盛城丰股权投资合伙企业（有限合伙）
统一社会信用代码      91370212MA3UT95A6A
 执行事务合伙人      青岛城投通航产业新城投资有限公司
     企业类型     有限合伙企业
     成立日期     2021 年 1 月 8 日
    主要经营场所    山东省青岛崂山区海尔路 168 号 803 室
              一般项目：以私募基金从事股权投资、投资管理、资产管理等活动（须
     经营范围     在中国证券投资基金业协会完成备案登记后方可从事经营活动）；",42c537b560c7c8,False,0.55,rule_baseline,pending_human_review,True,2026-06-15
