event_id,document_id,event_date,title,publisher,region,policy_level,event_type,raw_event_type,direction,intensity,uncertainty,novelty,policy_tools,targets,evidence_span,confidence,evidence_match_score,evidence_grounded,accepted,review_status
L-P20241201-08,P20241201,2024-12-31,青浦区低空经济产业高质量发展行动方案（2024—2027年）,上海市青浦区人民政府办公室,上海青浦,district,fiscal_subsidy,financial_support,positive,3,2,3,"[""引导"", ""支持"", ""鼓励""]","[""引导区级产业创投基金向低空经济产业倾斜"", ""鼓励本区金融机构积极开展低空金融、低空保险等业务""]",完善低空经济金融服务体系，引导区级产业创投基金向低空经济产业倾斜，打造专业高效的投融资对接平台。支持头部企业和项目做大做强，扶持低空经济中小型企业健康发展，鼓励本区金融机构积极开展低空金融、低空保险等业务，多渠道助力企业和项目创新发展。,0.95,1.0,True,True,pending_human_review
L-P20251201-01,P20251201,2025-12-22,低空经济及其核心产业统计分类（试行）,国家发展改革委,全国,central,industry_standard,strategic_plan,positive,3,2,3,"[""classification""]","[""界定低空经济及其核心产业统计范围"", ""统计低空经济发展规模、速度、结构""]",为贯彻落实党中央和国务院关于低空经济发展的重大决策部署，界定低空经济及其核心产业统计范围，统计低空经济发展规模、速度、结构，满足各级党委、政府和社会各界对低空经济的统计需求，制定本分类。,0.95,1.0,True,True,pending_human_review
L-P20251201-02,P20251201,2025-12-22,低空经济及其核心产业统计分类（试行）,国家发展改革委,全国,central,infrastructure,regulatory_action,positive,2,1,2,"[""classification""]","[""低空经济范围确定为4个大类"", ""低空经济核心产业包含10个中类，36个小类""]",本分类将低空经济范围确定为：01 低空制造业、02 低空运营业、03 低空基建与信息服务业、04 低空配套业等 4 个大类。低空经济核心产业是指，为低空飞行活动提供产品、基础设施、服务保障，以及依托低空飞行为社会公众提供服务的各类经济活动。本分类中，01—03 大类中的 10 个中类为低空经济核心产业。,0.95,1.0,True,True,pending_human_review
L-P20251201-03,P20251201,2025-12-22,低空经济及其核心产业统计分类（试行）,国家发展改革委,全国,central,infrastructure,infrastructure_plan,positive,2,1,2,"[""classification""]","[""低空基础设施建设"", ""低空飞行管理服务保障设施建设"", ""低空安全防护设施设备建设"", ""低空质量技术设施建设"", ""低空智能网联系统建设""]",0301 低空基础设施建设 030101 低空垂直起降设施建设 030102 低空飞行管理服务保障设施建设 030103 低空安全防护设施设备建设 030104 低空质量技术设施建设 030105 低空智能网联系统建设,0.9,0.22077922077922077,False,False,pending_human_review
L-P20251201-04,P20251201,2025-12-22,低空经济及其核心产业统计分类（试行）,国家发展改革委,全国,central,industry_standard,industry_promotion,positive,2,1,2,"[""classification""]","[""低空制造业"", ""低空运营业"", ""低空基建与信息服务业"", ""低空配套业""]",01 低空制造业、02 低空运营业、03 低空基建与信息服务业、04 低空配套业等 4 个大类。,0.9,1.0,True,True,pending_human_review
L-P20251201-05,P20251201,2025-12-22,低空经济及其核心产业统计分类（试行）,国家发展改革委,全国,central,regulation,regulatory_action,positive,2,1,2,"[""classification""]","[""建立低空经济统计分类体系""]",本分类采用线分类法和分层次编码方法，将低空经济及其核心产业活动划分为三层，分别用阿拉伯数字编码表示。第一层为大类，用 2 位数字表示，共有 4 个大类；第二层为中类，用 4 位数字表示，共有 23 个中类；第三层为小类，用 6 位数字表示，共有 65 个小类。核心产业包含 10 个中类，36 个小类。,0.95,1.0,True,True,pending_human_review
L-P20251201-06,P20251201,2025-12-22,低空经济及其核心产业统计分类（试行）,国家发展改革委,全国,central,industry_standard,strategic_plan,positive,2,2,2,"[""classification""]","[""满足低空经济统计监测需求""]",（四）以满足低空经济统计监测为目的。本分类立足现行统计工作实际，聚焦低空经济统计核算需求，充分考虑分类的可操作性和数据的可获得性，力求全面、准确反映低空经济及其核心产业发展状况。,0.9,1.0,True,True,pending_human_review
L-P20251201-07,P20251201,2025-12-22,低空经济及其核心产业统计分类（试行）,国家发展改革委,全国,central,regulation,regulatory_action,positive,2,1,2,"[""classification""]","[""明确低空经济概念界定""]",低空经济是依托低空航空活动带动相关产业创新和场景应用形成的综合性经济形态。,0.95,1.0,True,True,pending_human_review
L-P20251201-08,P20251201,2025-12-22,低空经济及其核心产业统计分类（试行）,国家发展改革委,全国,central,regulation,regulatory_action,positive,2,1,2,"[""classification""]","[""建立与国民经济行业分类的对应关系""]",（一）本分类所涉及国民经济行业分类的具体范围和说明，与《2017 国民经济行业分类注释》相一致，并建立了对应关系。,0.95,1.0,True,True,pending_human_review
L-P20260201-01,P20260201,2026-02-12,关于推动低空保险高质量发展的实施意见,国家发展改革委等,全国,central,fiscal_subsidy,strategic_plan,positive,3,2,3,"[""规划引导""]","[""到2027年，无人驾驶航空器责任保险强制投保制度初步建立"", ""到2030年，低空保险政策框架基本形成""]",到2027年，无人驾驶航空器责任保险强制投保制度初步建立，低空保险产品不断丰富，更好满足各类应用场景保障需求；到2030年，低空保险政策框架基本形成，对低空经济安全健康发展的保障作用持续增强。,0.95,1.0,True,True,pending_human_review
L-P20260201-02,P20260201,2026-02-12,关于推动低空保险高质量发展的实施意见,国家发展改革委等,全国,central,airspace_reform,regulatory_action,positive,3,2,3,"[""强制投保"", ""飞行审批前置条件""]","[""无人驾驶航空器责任保险强制投保""]",对于按照法律法规应当投保的无人驾驶航空器，推动将强制投保要求纳入飞行活动审批等管理环节的审查前置条件，在飞行运行管理中加强投保情况核查，在事故处置时“凡处必核”。,0.9,1.0,True,True,pending_human_review
L-P20260201-03,P20260201,2026-02-12,关于推动低空保险高质量发展的实施意见,国家发展改革委等,全国,central,fiscal_subsidy,regulatory_action,positive,3,2,3,"[""制定实施办法"", ""示范条款""]","[""无人驾驶航空器责任保险强制投保实施办法"", ""无人驾驶航空器责任保险示范条款""]",依法制定无人驾驶航空器责任保险强制投保实施办法，在风险可控原则下明确基本责任范围和最低保障限额，建立健全无人驾驶航空器责任保险强制投保配套制度体系。出台无人驾驶航空器责任保险示范条款，研究制定服务指引。,0.9,0.95,True,True,pending_human_review
L-P20260201-04,P20260201,2026-02-12,关于推动低空保险高质量发展的实施意见,国家发展改革委等,全国,central,fiscal_subsidy,infrastructure_development,positive,2,2,2,"[""信息平台建设""]","[""低空保险信息平台""]",加快建设低空保险信息平台，建立完善数据规范，支撑精算定价和风险监测。,0.9,1.0,True,True,pending_human_review
L-P20260201-05,P20260201,2026-02-12,关于推动低空保险高质量发展的实施意见,国家发展改革委等,全国,central,fiscal_subsidy,financial_support,positive,2,2,2,"[""保险产品创新""]","[""覆盖低空研发试验、生产制造、飞行运营、基建配套等全产业链保险产品体系""]",引导保险公司主动顺应低空经济发展趋势，逐步建立覆盖低空研发试验、生产制造、飞行运营、基建配套等全产业链保险产品体系。,0.9,1.0,True,True,pending_human_review
L-P20260201-06,P20260201,2026-02-12,关于推动低空保险高质量发展的实施意见,国家发展改革委等,全国,central,fiscal_subsidy,regulatory_action,positive,2,2,2,"[""安全监管规则""]","[""将保险纳入安全监管规则""]",各相关行业主管部门应当完善行业监管规则，采取有效措施，把保险作为强化场景运营安全监管、健全事故处理制度的重要手段，推动有序拓展低空经济应用场景。,0.9,1.0,True,True,pending_human_review
L-P20260201-07,P20260201,2026-02-12,关于推动低空保险高质量发展的实施意见,国家发展改革委等,全国,central,fiscal_subsidy,strategic_plan,positive,2,2,2,"[""统筹协调""]","[""建立常态化联系工作机制""]",国家发展改革委会同金融监管总局、中国民航局统筹推动低空保险实施工作。国家发展改革委牵头建立常态化联系工作机制，指导各地落实有关要求，研究解决在低空保险推进过程中遇到的重点难点问题，形成工作合力。,0.9,0.95,True,True,pending_human_review
L-P20260201-08,P20260201,2026-02-12,关于推动低空保险高质量发展的实施意见,国家发展改革委等,全国,central,fiscal_subsidy,regulatory_action,positive,2,2,2,"[""风险防控""]","[""防范保险欺诈等违法违规活动""]",各相关行业主管部门压实企业风险防控主体责任，严格防范利用保险从事保险欺诈等违法违规活动。,0.9,1.0,True,True,pending_human_review
